dodge_idx,t_since_cmd_s,escape_m,ideal_m,tca_s,miss_m
1,0.05,0.0078,0.0750,0.090,0.388
1,0.10,0.0180,0.1500,0.090,0.388
1,0.15,0.0268,0.2250,0.090,0.388
1,0.20,0.0416,0.3000,0.090,0.388
1,0.30,0.0698,0.4500,0.090,0.388
1,0.40,0.1034,0.6000,0.090,0.388
1,0.60,0.1899,0.9000,0.090,0.388
1,1.00,0.5231,1.5000,0.090,0.388
2,0.05,0.0084,0.0750,0.090,0.090
2,0.10,0.0155,0.1500,0.090,0.090
2,0.15,0.0256,0.2250,0.090,0.090
2,0.20,0.0361,0.3000,0.090,0.090
2,0.30,0.0669,0.4500,0.090,0.090
2,0.40,0.0948,0.6000,0.090,0.090
2,0.60,0.1724,0.9000,0.090,0.090
2,1.00,0.3839,1.5000,0.090,0.090
3,0.05,0.0032,0.0750,0.070,0.276
3,0.10,0.0074,0.1500,0.070,0.276
3,0.15,0.0117,0.2250,0.070,0.276
3,0.20,0.0168,0.3000,0.070,0.276
3,0.30,0.0273,0.4500,0.070,0.276
3,0.40,0.0399,0.6000,0.070,0.276
3,0.60,0.0824,0.9000,0.070,0.276
3,1.00,0.3565,1.5000,0.070,0.276
4,0.05,0.0098,0.0750,0.090,0.385
4,0.10,0.0238,0.1500,0.090,0.385
4,0.15,0.0349,0.2250,0.090,0.385
4,0.20,0.0534,0.3000,0.090,0.385
4,0.30,0.0983,0.4500,0.090,0.385
4,0.40,0.1463,0.6000,0.090,0.385
4,0.60,0.2460,0.9000,0.090,0.385
4,1.00,0.4027,1.5000,0.090,0.385
5,0.05,0.0120,0.0750,0.070,0.510
5,0.10,0.0184,0.1500,0.070,0.510
5,0.15,0.0329,0.2250,0.070,0.510
5,0.20,0.0517,0.3000,0.070,0.510
5,0.30,0.0893,0.4500,0.070,0.510
5,0.40,0.1400,0.6000,0.070,0.510
5,0.60,0.2522,0.9000,0.070,0.510
5,1.00,0.5628,1.5000,0.070,0.510
6,0.05,0.0073,0.0750,0.100,0.574
6,0.10,0.0196,0.1500,0.100,0.574
6,0.15,0.0314,0.2250,0.100,0.574
6,0.20,0.0454,0.3000,0.100,0.574
6,0.30,0.0784,0.4500,0.100,0.574
6,0.40,0.1232,0.6000,0.100,0.574
6,0.60,0.2166,0.9000,0.100,0.574
6,1.00,0.4562,1.5000,0.100,0.574
7,0.05,0.0098,0.0750,0.080,0.454
7,0.10,0.0200,0.1500,0.080,0.454
7,0.15,0.0333,0.2250,0.080,0.454
7,0.20,0.0494,0.3000,0.080,0.454
7,0.30,0.0911,0.4500,0.080,0.454
7,0.40,0.1399,0.6000,0.080,0.454
7,0.60,0.2449,0.9000,0.080,0.454
7,1.00,0.3930,1.5000,0.080,0.454
8,0.05,0.0007,0.0750,0.090,0.212
8,0.10,0.0012,0.1500,0.090,0.212
8,0.15,0.0020,0.2250,0.090,0.212
8,0.20,0.0032,0.3000,0.090,0.212
8,0.30,0.0111,0.4500,0.090,0.212
8,0.40,0.0282,0.6000,0.090,0.212
8,0.60,0.1111,0.9000,0.090,0.212
8,1.00,0.5875,1.5000,0.090,0.212
